"","row_names","id","created","contract_time","contract_type","salary_min","salary_max","salary_is_predicted","description","title","company.display_name","company.canonical_name","category.tag","category.label","location.display_name","longitude","latitude","date_queried","available_today","location_coords","day_created"
"755","769","401652730","2016-06-21",NA,"permanent",32000,34000,"0","...  testing, distributed computing on Hadoop, geospatial or <strong>data</strong> <strong>sciences</strong>. Essential Skills as a Lead Software Engineer (Java) include: An advanced understanding of Java. Work in an agile ...","Senior Java Software Engineer","Circle Recruitment",NA,"it-jobs","IT Jobs","Wick, Langport",-2.849256,51.045458,"2016-06-22 00:03:18",FALSE,"-2.849256 51.045458",2016-06-21
"756","770","401653010","2016-06-21",NA,"permanent",50000,60000,"0","...  testing and continuous integration Version control (Git preferred) Desirable skills for Python Developer - Digital Health - Senior: Experience with <strong>data</strong> <strong>science</strong> tools such as Pandas ...","Python Developer - Digital Health - Senior","Oliver Bernard",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-22 00:03:18",FALSE,"-0.139134 51.503378",2016-06-21
"795","816","399599382","2016-06-15",NA,"permanent",38697,44056,"0","...  or <strong>Data</strong> <strong>Science</strong> - Responsible for Quality of deliverables from one or more software engineering teams - Responsible for development teams, following the client's standard processes ...","Lead Software Engineer","McGregor Boyall Associates Ltd ",NA,"it-jobs","IT Jobs","Taunton, Somerset",-3.10345,51.014702,"2016-06-22 00:03:18",FALSE,"-3.10345 51.014702",2016-06-15
"796","818","399593696","2016-06-15",NA,"permanent",35000,45000,"0","...  Software Engineer - (Java / PhD / Mathematics) role? - Working with the <strong>Data</strong> <strong>Science</strong> team on exciting projects. - A company that has a bright journey ahead of them. - Collaborating ...","R&amp;D Software Engineer","Computer People  Limited",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-22 00:03:18",FALSE,"-0.139134 51.503378",2016-06-15
"797","819","399600205","2016-06-15",NA,"permanent",80,70000,"0","...  where you will be leading a small but growing NLP team that is part of a technical division that includes <strong>Data</strong> <strong>Science</strong> and Software Engineering. You will be an experienced NLP ...","NLP Team Lead / Information extraction Specialist - Artificial Intell","Reading","Reading College","it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-22 00:03:18",FALSE,"-0.139134 51.503378",2016-06-15
"809","831","399907963","2016-06-15","full_time",NA,38956.6,38956.6,"1","...  with Akka middleware, Play web framework and database architecture, including Slick Fundamentals in algorithms, functional programming, software design and <strong>data</strong> <strong>science</strong> and a degree ...  of proficiency with big <strong>data</strong> technologies (e.g. Spark, Cassandra, Storm, Hadoop) is a plus Familiarity with the following is a plus: other application development technologies (e.g. Spring ...","Developer Support Engineer","Lightbend",NA,"unknown","Unknown","UK",NA,NA,"2016-06-22 00:03:18",FALSE,"NA NA",2016-06-15
"810","832","399908000","2016-06-15","full_time",NA,54465.2,54465.2,"1","...  want you to work on customer insights, predictive analytics and behavioural modelling projects. We want you to leverage your strong <strong>data</strong> <strong>science</strong> expertise and identify key insights ...","Senior Data Scientist","Product Madness",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-22 00:03:18",FALSE,"-0.139134 51.503378",2016-06-15
"811","833","399908116","2016-06-15","full_time",NA,38186.14,38186.14,"1","...  in artificial intelligence, deep learning, machine learning, <strong>data</strong> <strong>science</strong>, computer science, or a similar field. Academic or industry experience in deep learning. Familiarity with existing DL ...","Deep Learning Developer/Researcher","Digital Genius Limited.",NA,"unknown","Unknown","Canary Wharf, East London",-0.01945,51.504954,"2016-06-22 00:03:18",FALSE,"-0.01945 51.504954",2016-06-15
"812","834","399908533","2016-06-15","full_time",NA,66011.05,66011.05,"1","...  <strong>data</strong>, <strong>data</strong> analytics and <strong>data</strong> <strong>science</strong> in order to build <strong>data</strong>-driven companies that can make better, more informed decisions, faster to support their business growth or efficiencies ...","MDM Architect","Eccella",NA,"unknown","Unknown","London, UK",-0.139134,51.503378,"2016-06-22 00:03:18",FALSE,"-0.139134 51.503378",2016-06-15
"856","879","401368319","2016-06-20","full_time",NA,49194.5,49194.5,"1","...  Required: - 3 years of non-academic <strong>data</strong> <strong>science</strong> experience - Software engineering background (Java preferred) - Strong foundation and expertise in at least two of the following ...","Senior Data Scientist - Machine Learning, Python,","Precision System Design, Inc.",NA,"it-jobs","IT Jobs","New York, Lincoln",-0.138838,53.080399,"2016-06-22 00:03:18",FALSE,"-0.138838 53.080399",2016-06-20
"868","891","399859697","2016-06-15",NA,"permanent",40000,50000,"0","...  As a Mid-Level .NET Developer you will be exposed to great software, <strong>data</strong> and <strong>data</strong> <strong>science</strong>. They’re keen for new ideas to be brought to the table. You’ll be working in a laid back ...","Mid-Level Net Software Developer – ASPNET, MVC, EF, SQL","ISL",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-22 00:03:18",FALSE,"-0.139134 51.503378",2016-06-15
"891","918","384464540","2016-05-05",NA,NA,38400,38400,"0","...  Britain, Europe, Permanent, med writer, contracter, contract, freelance, regulatory writer, regulatory writing, clinical <strong>data</strong>, writing, <strong>Science</strong>, writer, medical writer, scientific writer ...","100 home-based - RMP Writer - Europe","NonStop Recruitment",NA,"healthcare-nursing-jobs","Healthcare & Nursing Jobs","Alfreton, Derbyshire",-1.38404,53.0975,"2016-06-22 00:03:18",FALSE,"-1.38404 53.0975",2016-05-05
"894","922","397632667","2016-06-09",NA,"permanent",66810.27,66810.27,"1",", frameworks, current Java based solutions, mobile, OR Infrastructure Administration OR <strong>Data</strong> <strong>Sciences</strong>). You will have previously worked with matrix teams including teams in different time ...","Technical Architect - R0009876","Thales","Thales","it-jobs","IT Jobs","Cambridge, Cambridgeshire",0.131237,52.202499,"2016-06-22 00:03:18",FALSE,"0.131237 52.202499",2016-06-09
"908","939","401652756","2016-06-21",NA,"permanent",51425.52,51425.52,"1","...  with machine learning/<strong>data</strong> <strong>science</strong>. Knowledge of techniques for dealing with very large datasets. Education Degree or equivalent in a scientific, computing or other quantitative subject ...","Infrastructure Developer - Cloud Development","JP Morgan Ltd","J.P. Morgan","it-jobs","IT Jobs","Glasgow East Investment Park, Glasgow",-4.151502,55.854616,"2016-06-22 00:03:18",FALSE,"-4.151502 55.854616",2016-06-21
"935","966","391615947","2016-05-25","full_time","permanent",30000,40000,"0","...  analysis, regression and manipulating data Great communication skills Any knowledge of MySQL, MongoDB or PostgreSQL would be a benefit A keen interest in <strong>data</strong> analytics, <strong>data</strong> <strong>science</strong> ...","Junior Insight Analyst- High tech start up - London","TEKsystems",NA,"it-jobs","IT Jobs","London, UK",-0.139134,51.503378,"2016-06-22 00:03:18",FALSE,"-0.139134 51.503378",2016-05-25
"940","972","391044026","2016-05-23",NA,NA,25797.59,25797.59,"1","...  Resolving issues with the team and providing data management solutions Experience Required: Bachelor or Master Degree in <strong>data</strong> <strong>sciences</strong>, informatics, engineering or equivalent 2-3 years ...","Junior Data Manager / Bioinformatician - Antwerp, Belgium","Paramount Recruitment",NA,"scientific-qa-jobs","Scientific & QA Jobs","UK",NA,NA,"2016-06-22 00:03:18",FALSE,"NA NA",2016-05-23
"946","981","399908021","2016-06-15","full_time",NA,55442.18,55442.18,"1","...  <strong>data</strong>, <strong>data</strong> analytics and <strong>data</strong> <strong>science</strong> in order to build <strong>data</strong>-driven companies that can make better, more informed decisions, faster to support their business growth or efficiencies ...","Senior Consultant","Eccella",NA,"unknown","Unknown","Kennington, South East London",-0.11839,51.485981,"2016-06-22 00:03:18",FALSE,"-0.11839 51.485981",2016-06-15
"947","982","399908534","2016-06-15","full_time",NA,55005.71,55005.71,"1","...  through innovative, custom-built information systems. Eccella leverages cutting edge technologies in data management, big <strong>data</strong>, <strong>data</strong> analytics and <strong>data</strong> <strong>science</strong> in order to build <strong>data</strong> ...","MDM Consultant","Eccella",NA,"unknown","Unknown","Lambeth, South East London",-0.105964,51.492878,"2016-06-22 00:03:18",FALSE,"-0.105964 51.492878",2016-06-15
"964","999","401824947","2016-06-21",NA,NA,52714.23,52714.23,"1",", including machine learning and <strong>data</strong> <strong>science</strong>, some security, mobile, commerce, and hardware engineering, cloud, user experience & design and more. Develop, build, and execute on sourcing ...","Talent Sourcer",NA,NA,"hr-jobs","HR & Recruitment Jobs","UK",NA,NA,"2016-06-22 00:03:18",FALSE,"NA NA",2016-06-21
"969","1004","401916587","2016-06-21",NA,NA,40000,40000,"0","...  advertising techniques/effectivenessMathematical/<strong>data</strong> <strong>science</strong>/computer science/background ...","Commercial Performance Analyst","Jobg8",NA,"retail-jobs","Retail Jobs","UK",NA,NA,"2016-06-22 00:03:18",FALSE,"NA NA",2016-06-21
"992","1027","400239305","2016-06-16",NA,NA,1e+05,150000,"0","...  · Experience working with big <strong>data</strong>; · Demonstrable passion for computer <strong>science</strong> and software engineering, exemplified by open-source contributions, programming competitions, hobby projects ...","Quant Developer (100-150K)","Jove International",NA,"accounting-finance-jobs","Accounting & Finance Jobs","London, UK",-0.139134,51.503378,"2016-06-22 00:03:18",FALSE,"-0.139134 51.503378",2016-06-16
"995","1030","399922240","2016-06-16",NA,"permanent",44775,44775,"1",": · Exposure to SAP Systems, including Business Objects · Microsoft Power BI · TIBCO Spotfire · Any experience or interest in <strong>Data</strong> <strong>Science</strong> / Predictive Analytics This is a business critical ...","Data Consultant (Excel, VBA, SQL)","The Bridge Ltd",NA,"it-jobs","IT Jobs","Berkshire, South East England",-0.937789,51.452002,"2016-06-22 00:03:18",FALSE,"-0.937789 51.452002",2016-06-16
"1001","1036","389464401","2016-05-19",NA,NA,30026.1,30026.1,"1",". With our relationships across the globe, we aim to find you the perfect role. Keywords: Graduate, life <strong>sciences</strong>, <strong>data</strong> management, financial, clinical research, graduate scheme, contracts ...","Graduate Programme - Clinical Proposals Associate","Talentmark",NA,"graduate-jobs","Graduate Jobs","Milton Keynes, Buckinghamshire",-0.7047,52.042198,"2016-06-22 00:03:18",FALSE,"-0.7047 52.042198",2016-05-19
"1002","1037","392102384","2016-05-26",NA,NA,27554.84,27554.84,"1","...  in the industry. With our relationships across the globe, we aim to find you the perfect role. Keywords: Graduate, life <strong>sciences</strong>, <strong>data</strong> management, financial, clinical research, graduate scheme ...","Graduate Opportunity- Clinical Research- UK","Talentmark",NA,"healthcare-nursing-jobs","Healthcare & Nursing Jobs","Milton Keynes, Buckinghamshire",-0.7047,52.042198,"2016-06-22 00:03:18",FALSE,"-0.7047 52.042198",2016-05-26
"1034","1082","399907969","2016-06-15","full_time",NA,59206.55,59206.55,"1","...  or service offerings. This position is based in London but will entail extensive travel within Spain. You will work closely with Knewton senior management as well as content, <strong>data</strong> <strong>science</strong> ...","Business Development Manager - Bilingual Spanish","Knewton",NA,"unknown","Unknown","Broadgate, Central London",-0.082144,51.522515,"2016-06-22 00:03:18",FALSE,"-0.082144 51.522515",2016-06-15
